137,137,1007,137,137,1007,137,137,1007,-1
137,157,1128,137,157,1128,137,157,1128,-1
157,150,1008,157,150,1008,157,150,1008,-1
150,180,1194,150,180,1194,150,180,1194,-1
180,132,1094,180,132,1094,180,132,1094,-1
132,188,1178,132,188,1178,132,188,1178,-1
188,134,1091,188,134,1091,188,134,1091,-1
134,171,1154,134,171,1154,134,171,1154,-1
171,124,1131,171,124,1131,171,124,1131,-1
124,163,1121,124,163,1121,124,163,1121,-1
163,123,982,163,123,982,163,123,982,-1
123,184,979,123,184,979,123,184,979,-1
184,129,1087,184,129,1087,184,129,1087,-1
129,149,1111,129,149,1111,129,149,1111,-1
149,142,961,149,142,961,149,142,961,-1
142,160,1165,142,160,1165,142,160,1165,-1
160,142,968,160,142,968,160,142,968,-1
142,157,1167,142,157,1167,142,157,1167,-1
157,149,977,157,149,977,157,149,977,-1
149,159,1159,149,159,1159,149,159,1159,-1
159,150,991,159,150,991,159,150,991,-1
150,176,1185,150,176,1185,150,176,1185,-1
176,135,1123,176,135,1123,176,135,1123,-1
135,176,1175,135,176,1175,135,176,1175,-1
176,129,1132,176,129,1132,176,129,1132,-1
129,168,1167,129,168,1167,129,168,1167,-1
168,125,1134,168,125,1134,168,125,1134,-1
125,156,1197,125,156,1197,125,156,1197,-1
156,122,1146,156,122,1146,156,122,1146,-1
122,164,1206,122,164,1206,122,164,1206,-1
164,134,1110,164,134,1110,164,134,1110,-1
134,168,1145,134,168,1145,134,168,1145,-1
168,133,1115,168,133,1115,168,133,1115,-1
133,183,1171,133,183,1171,133,183,1171,-1
183,137,1090,183,137,1090,183,137,1090,-1
137,190,1182,137,190,1182,137,190,1182,-1
190,132,1117,190,132,1117,190,132,1117,-1
132,169,1165,132,169,1165,132,169,1165,-1
169,131,1139,169,131,1139,169,131,1139,-1
131,163,1180,131,163,1180,131,163,1180,-1
163,124,1112,163,124,1112,163,124,1112,-1
124,164,1108,124,164,1108,124,164,1108,-1
164,125,1092,164,125,1092,164,125,1092,-1
125,179,1135,125,179,1135,125,179,1135,-1
179,127,1106,179,127,1106,179,127,1106,-1
127,173,1179,127,173,1179,127,173,1179,-1
173,133,1110,173,133,1110,173,133,1110,-1
133,179,1199,133,179,1199,133,179,1199,-1
179,138,1115,179,138,1115,179,138,1115,-1
138,172,1174,138,172,1174,138,172,1174,-1
172,133,1142,172,133,1142,172,133,1142,-1
133,171,1191,133,171,1191,133,171,1191,-1
171,130,1127,171,130,1127,171,130,1127,-1
130,173,1170,130,173,1170,130,173,1170,-1
173,127,1103,173,127,1103,173,127,1103,-1
127,164,1138,127,164,1138,127,164,1138,-1
164,285,1107,164,285,1107,164,285,1107,-1
285,128,1070,285,128,1070,285,128,1070,-1
128,171,1158,128,171,1158,128,171,1158,-1
171,127,1069,171,127,1069,171,127,1069,-1
127,174,1141,127,174,1141,127,174,1141,-1
174,134,1070,174,134,1070,174,134,1070,-1
134,194,1155,134,194,1155,134,194,1155,-1
194,135,1046,194,135,1046,194,135,1046,-1
135,173,1120,135,173,1120,135,173,1120,-1
173,132,1042,173,132,1042,173,132,1042,-1
132,165,1158,132,165,1158,132,165,1158,-1
165,124,1081,165,124,1081,165,124,1081,-1
124,162,1138,124,162,1138,124,162,1138,-1
162,126,1059,162,126,1059,162,126,1059,-1
126,166,1078,126,166,1078,126,166,1078,-1
166,122,1013,166,122,1013,166,122,1013,-1
122,154,1057,122,154,1057,122,154,1057,-1
154,145,920,154,145,920,154,145,920,-1
145,165,1109,145,165,1109,145,165,1109,-1
165,165,960,165,165,960,165,165,960,-1
165,163,1140,165,163,1140,165,163,1140,-1
163,149,965,163,149,965,163,149,965,-1
149,170,1117,149,170,1117,149,170,1117,-1
170,130,1081,170,130,1081,170,130,1081,-1
130,172,1137,130,172,1137,130,172,1137,-1
172,128,1072,172,128,1072,172,128,1072,-1
128,166,1144,128,166,1144,128,166,1144,-1
166,123,1076,166,123,1076,166,123,1076,-1
123,161,1159,123,161,1159,123,161,1159,-1
161,131,1092,161,131,1092,161,131,1092,-1
131,170,1120,131,170,1120,131,170,1120,-1
170,214,1055,170,214,1055,170,214,1055,-1
214,303,1104,214,303,1104,214,303,1104,-1
303,154,1001,303,154,1001,303,154,1001,-1
154,175,1172,154,175,1172,154,175,1172,-1
175,131,1107,175,131,1107,175,131,1107,-1
131,178,1177,131,178,1177,131,178,1177,-1
178,128,1074,178,128,1074,178,128,1074,-1
128,169,1145,128,169,1145,128,169,1145,-1
169,287,1105,169,287,1105,169,287,1105,-1
287,283,1042,287,283,1042,287,283,1042,-1
283,126,1041,283,126,1041,283,126,1041,-1
126,172,1129,126,172,1129,126,172,1129,-1
172,133,1064,172,133,1064,172,133,1064,-1
133,188,1149,133,188,1149,133,188,1149,-1
188,136,1094,188,136,1094,188,136,1094,-1
136,166,1151,136,166,1151,136,166,1151,-1
166,145,975,166,145,975,166,145,975,-1
145,167,1144,145,167,1144,145,167,1144,-1
167,129,1101,167,129,1101,167,129,1101,-1
129,171,1178,129,171,1178,129,171,1178,-1
171,128,1091,171,128,1091,171,128,1091,-1
128,160,1173,128,160,1173,128,160,1173,-1
160,122,1116,160,122,1116,160,122,1116,-1
122,166,1170,122,166,1170,122,166,1170,-1
166,128,1108,166,128,1108,166,128,1108,-1
128,181,1185,128,181,1185,128,181,1185,-1
181,130,1120,181,130,1120,181,130,1120,-1
130,175,1174,130,175,1174,130,175,1174,-1
175,132,1099,175,132,1099,175,132,1099,-1
132,176,1145,132,176,1145,132,176,1145,-1
176,135,1089,176,135,1089,176,135,1089,-1
135,177,1122,135,177,1122,135,177,1122,-1
177,129,1063,177,129,1063,177,129,1063,-1
129,172,1141,129,172,1141,129,172,1141,-1
172,123,1071,172,123,1071,172,123,1071,-1
123,168,1146,123,168,1146,123,168,1146,-1
168,124,1072,168,124,1072,168,124,1072,-1
124,159,1138,124,159,1138,124,159,1138,-1
159,129,1079,159,129,1079,159,129,1079,-1
129,164,1128,129,164,1128,129,164,1128,-1
164,135,1066,164,135,1066,164,135,1066,-1
135,157,1117,135,157,1117,135,157,1117,-1
157,150,944,157,150,944,157,150,944,-1
150,168,1135,150,168,1135,150,168,1135,-1
168,150,979,168,150,979,168,150,979,-1
150,179,1162,150,179,1162,150,179,1162,-1
179,128,1088,179,128,1088,179,128,1088,-1
128,172,1175,128,172,1175,128,172,1175,-1
172,128,1080,172,128,1080,172,128,1080,-1
128,161,1151,128,161,1151,128,161,1151,-1
161,281,1112,161,281,1112,161,281,1112,-1
281,128,1085,281,128,1085,281,128,1085,-1
128,163,1161,128,163,1161,128,163,1161,-1
163,154,965,163,154,965,163,154,965,-1
154,158,1130,154,158,1130,154,158,1130,-1
158,156,977,158,156,977,158,156,977,-1
156,180,1164,156,180,1164,156,180,1164,-1
180,131,1080,180,131,1080,180,131,1080,-1
131,175,1165,131,175,1165,131,175,1165,-1
175,132,1102,175,132,1102,175,132,1102,-1
132,173,1142,132,173,1142,132,173,1142,-1
173,125,1091,173,125,1091,173,125,1091,-1
125,168,1123,125,168,1123,125,168,1123,-1
168,125,1071,168,125,1071,168,125,1071,-1
125,166,1144,125,166,1144,125,166,1144,-1
166,135,1071,166,135,1071,166,135,1071,-1
135,164,1124,135,164,1124,135,164,1124,-1
164,124,1097,164,124,1097,164,124,1097,-1
124,175,1117,124,175,1117,124,175,1117,-1
175,130,1090,175,130,1090,175,130,1090,-1
130,180,1170,130,180,1170,130,180,1170,-1
180,134,1026,180,134,1026,180,134,1026,-1
134,162,1079,134,162,1079,134,162,1079,-1
162,150,905,162,150,905,162,150,905,-1
150,157,1109,150,157,1109,150,157,1109,-1
157,147,925,157,147,925,157,147,925,-1
147,152,1141,147,152,1141,147,152,1141,-1
152,125,977,152,125,977,152,125,977,-1
125,169,1084,125,169,1084,125,169,1084,-1
169,279,1161,169,279,1161,169,279,1161,-1
279,145,991,279,145,991,279,145,991,-1
145,152,1185,145,152,1185,145,152,1185,-1
152,154,979,152,154,979,152,154,979,-1
154,159,1164,154,159,1164,154,159,1164,-1
159,154,979,159,154,979,159,154,979,-1
154,163,1166,154,163,1166,154,163,1166,-1
163,144,942,163,144,942,163,144,942,-1
144,162,1051,144,162,1051,144,162,1051,-1
162,142,931,162,142,931,162,142,931,-1
142,150,1085,142,150,1085,142,150,1085,-1
150,138,965,150,138,965,150,138,965,-1
138,154,1153,138,154,1153,138,154,1153,-1
154,141,1005,154,141,1005,154,141,1005,-1
141,156,1162,141,156,1162,141,156,1162,-1
156,126,1008,156,126,1008,156,126,1008,-1
126,169,1100,126,169,1100,126,169,1100,-1
169,129,1013,169,129,1013,169,129,1013,-1
129,203,839,129,203,839,129,203,839,-1
203,205,772,203,205,772,203,205,772,-1
205,143,1063,205,143,1063,205,143,1063,-1
143,210,924,143,210,924,143,210,924,-1
210,216,769,210,216,769,210,216,769,-1
216,124,1172,216,124,1172,216,124,1172,-1
124,172,1238,124,172,1238,124,172,1238,-1
172,122,1144,172,122,1144,172,122,1144,-1
122,164,1194,122,164,1194,122,164,1194,-1
164,123,1126,164,123,1126,164,123,1126,-1
123,174,1168,123,174,1168,123,174,1168,-1
174,121,1093,174,121,1093,174,121,1093,-1
121,154,1175,121,154,1175,121,154,1175,-1
154,136,964,154,136,964,154,136,964,-1
136,204,834,136,204,834,136,204,834,1
204,214,727,204,214,727,204,214,727,-1
214,146,1011,214,146,1011,214,146,1011,-1
146,216,876,146,216,876,146,216,876,-1
216,192,715,216,192,715,216,192,715,-1
192,246,995,192,246,995,192,246,995,-1
246,290,1432,246,290,1432,246,290,1432,-1
290,243,1014,290,243,1014,290,243,1014,-1
243,304,1475,243,304,1475,243,304,1475,-1
304,161,1039,304,161,1039,304,161,1039,-1
161,160,1133,161,160,1133,161,160,1133,-1
160,142,974,160,142,974,160,142,974,-1
142,164,1137,142,164,1137,142,164,1137,-1
164,141,961,164,141,961,164,141,961,-1
141,159,1149,141,159,1149,141,159,1149,-1
159,141,982,159,141,982,159,141,982,-1
141,158,1172,141,158,1172,141,158,1172,-1
158,140,982,158,140,982,158,140,982,-1
140,149,1161,140,149,1161,140,149,1161,-1
